P (MPa)	T (°C)	V (m3/kg)	U (kJ/kg)	H (kJ/kg)	S [kJ/(kg K)]	Phase	Rho (kg/m^3)
0.35	20	0.001002	83.89	84.24	0.2964	liquid	998.003992
0.4	20	0.001002	83.89	84.29	0.2964	liquid	998.003992
0.45	20	0.001002	83.89	84.34	0.2964	liquid	998.003992
0.5	20	0.001002	83.88	84.38	0.2964	liquid	998.003992
0.55	20	0.001002	83.88	84.43	0.2964	liquid	998.003992
0.6	20	0.001002	83.88	84.48	0.2964	liquid	998.003992
0.65	20	0.001002	83.87	84.52	0.2964	liquid	998.003992
0.7	20	0.001002	83.87	84.57	0.2963	liquid	998.003992
0.75	20	0.001002	83.87	84.62	0.2963	liquid	998.003992
1.2	25	0.001002	104.7	105.9	0.3669	liquid	998.003992
1.3	25	0.001002	104.7	106	0.3669	liquid	998.003992
1.4	25	0.001002	104.7	106.1	0.3669	liquid	998.003992
1.5	25	0.001002	104.7	106.2	0.3668	liquid	998.003992
1.6	25	0.001002	104.7	106.3	0.3668	liquid	998.003992
1.8	25	0.001002	104.7	106.5	0.3668	liquid	998.003992
2	25	0.001002	104.7	106.7	0.3667	liquid	998.003992
2.2	25	0.001002	104.7	106.9	0.3667	liquid	998.003992
2.5	25	0.001002	104.6	107.1	0.3666	liquid	998.003992
3	25	0.001002	104.6	107.6	0.3665	liquid	998.003992
4.5	30	0.001002	125.3	129.8	0.4354	liquid	998.003992
5	30	0.001002	125.3	130.3	0.4352	liquid	998.003992
5.5	30	0.001002	125.2	130.7	0.4351	liquid	998.003992
6	30	0.001002	125.2	131.2	0.4349	liquid	998.003992
6.5	30	0.001002	125.1	131.6	0.4348	liquid	998.003992
9	35	0.001002	145.7	154.7	0.502	liquid	998.003992
10	35	0.001002	145.6	155.6	0.5016	liquid	998.003992
13	40	0.001002	166	179	0.5673	liquid	998.003992
14	40	0.001002	165.9	179.9	0.567	liquid	998.003992
18	45	0.001002	186.1	204.1	0.631	liquid	998.003992
19	45	0.001002	185.9	205	0.6305	liquid	998.003992
30	55	0.001002	225.6	255.7	0.7533	liquid	998.003992
0.01	25	0.001003	104.8	104.8	0.3672	liquid	997.0089731
0.02	25	0.001003	104.8	104.8	0.3672	liquid	997.0089731
0.03	25	0.001003	104.8	104.9	0.3672	liquid	997.0089731
0.04	25	0.001003	104.8	104.9	0.3672	liquid	997.0089731
0.05	25	0.001003	104.8	104.9	0.3672	liquid	997.0089731
0.06	25	0.001003	104.8	104.9	0.3672	liquid	997.0089731
0.07	25	0.001003	104.8	104.9	0.3672	liquid	997.0089731
0.08	25	0.001003	104.8	104.9	0.3672	liquid	997.0089731
0.09	25	0.001003	104.8	104.9	0.3672	liquid	997.0089731
0.1	25	0.001003	104.8	104.9	0.3672	liquid	997.0089731
0.11	25	0.001003	104.8	104.9	0.3672	liquid	997.0089731
0.12	25	0.001003	104.8	104.9	0.3672	liquid	997.0089731
0.13	25	0.001003	104.8	105	0.3672	liquid	997.0089731
0.14	25	0.001003	104.8	105	0.3672	liquid	997.0089731
0.15	25	0.001003	104.8	105	0.3672	liquid	997.0089731
0.16	25	0.001003	104.8	105	0.3672	liquid	997.0089731
0.18	25	0.001003	104.8	105	0.3672	liquid	997.0089731
0.2	25	0.001003	104.8	105	0.3672	liquid	997.0089731
0.22	25	0.001003	104.8	105	0.3672	liquid	997.0089731
0.24	25	0.001003	104.8	105.1	0.3672	liquid	997.0089731
0.26	25	0.001003	104.8	105.1	0.3672	liquid	997.0089731
0.28	25	0.001003	104.8	105.1	0.3672	liquid	997.0089731
0.3	25	0.001003	104.8	105.1	0.3672	liquid	997.0089731
0.35	25	0.001003	104.8	105.2	0.3671	liquid	997.0089731
0.4	25	0.001003	104.8	105.2	0.3671	liquid	997.0089731
0.45	25	0.001003	104.8	105.2	0.3671	liquid	997.0089731
0.5	25	0.001003	104.8	105.3	0.3671	liquid	997.0089731
0.55	25	0.001003	104.8	105.3	0.3671	liquid	997.0089731
0.6	25	0.001003	104.8	105.4	0.3671	liquid	997.0089731
0.65	25	0.001003	104.8	105.4	0.3671	liquid	997.0089731
0.7	25	0.001003	104.8	105.5	0.367	liquid	997.0089731
0.75	25	0.001003	104.8	105.5	0.367	liquid	997.0089731
0.8	25	0.001003	104.8	105.6	0.367	liquid	997.0089731
0.9	25	0.001003	104.8	105.7	0.367	liquid	997.0089731
1	25	0.001003	104.7	105.8	0.367	liquid	997.0089731
1.1	25	0.001003	104.7	105.8	0.3669	liquid	997.0089731
2.2	30	0.001003	125.5	127.7	0.4361	liquid	997.0089731
2.5	30	0.001003	125.5	128	0.436	liquid	997.0089731
3	30	0.001003	125.5	128.5	0.4358	liquid	997.0089731
3.5	30	0.001003	125.4	128.9	0.4357	liquid	997.0089731
4	30	0.001003	125.4	129.4	0.4355	liquid	997.0089731
6	35	0.001003	146	152	0.503	liquid	997.0089731
6.5	35	0.001003	145.9	152.5	0.5029	liquid	997.0089731
7	35	0.001003	145.9	152.9	0.5027	liquid	997.0089731
7.5	35	0.001003	145.8	153.4	0.5025	liquid	997.0089731
8	35	0.001003	145.8	153.8	0.5023	liquid	997.0089731
11	40	0.001003	166.2	177.3	0.5681	liquid	997.0089731
12	40	0.001003	166.1	178.1	0.5677	liquid	997.0089731
15	45	0.001003	186.4	201.5	0.6322	liquid	997.0089731
16	45	0.001003	186.3	202.4	0.6318	liquid	997.0089731
17	45	0.001003	186.2	203.2	0.6314	liquid	997.0089731
20	50	0.001003	206.4	226.5	0.6946	liquid	997.0089731
22	50	0.001003	206.2	228.2	0.6937	liquid	997.0089731
0.01	30	0.001004	125.7	125.7	0.4368	liquid	996.0159363
0.02	30	0.001004	125.7	125.8	0.4368	liquid	996.0159363
0.03	30	0.001004	125.7	125.8	0.4368	liquid	996.0159363
0.04	30	0.001004	125.7	125.8	0.4367	liquid	996.0159363
0.05	30	0.001004	125.7	125.8	0.4367	liquid	996.0159363
0.06	30	0.001004	125.7	125.8	0.4367	liquid	996.0159363
0.07	30	0.001004	125.7	125.8	0.4367	liquid	996.0159363
0.08	30	0.001004	125.7	125.8	0.4367	liquid	996.0159363
0.09	30	0.001004	125.7	125.8	0.4367	liquid	996.0159363
0.1	30	0.001004	125.7	125.8	0.4367	liquid	996.0159363
0.11	30	0.001004	125.7	125.8	0.4367	liquid	996.0159363
0.12	30	0.001004	125.7	125.8	0.4367	liquid	996.0159363
0.13	30	0.001004	125.7	125.9	0.4367	liquid	996.0159363
0.14	30	0.001004	125.7	125.9	0.4367	liquid	996.0159363
0.15	30	0.001004	125.7	125.9	0.4367	liquid	996.0159363
0.16	30	0.001004	125.7	125.9	0.4367	liquid	996.0159363
0.18	30	0.001004	125.7	125.9	0.4367	liquid	996.0159363
0.2	30	0.001004	125.7	125.9	0.4367	liquid	996.0159363
0.22	30	0.001004	125.7	125.9	0.4367	liquid	996.0159363
0.24	30	0.001004	125.7	126	0.4367	liquid	996.0159363
0.26	30	0.001004	125.7	126	0.4367	liquid	996.0159363
0.28	30	0.001004	125.7	126	0.4367	liquid	996.0159363
0.3	30	0.001004	125.7	126	0.4367	liquid	996.0159363
0.35	30	0.001004	125.7	126.1	0.4367	liquid	996.0159363
0.4	30	0.001004	125.7	126.1	0.4366	liquid	996.0159363
0.45	30	0.001004	125.7	126.1	0.4366	liquid	996.0159363
0.5	30	0.001004	125.7	126.2	0.4366	liquid	996.0159363
0.55	30	0.001004	125.7	126.2	0.4366	liquid	996.0159363
0.6	30	0.001004	125.7	126.3	0.4366	liquid	996.0159363
0.65	30	0.001004	125.7	126.3	0.4366	liquid	996.0159363
0.7	30	0.001004	125.7	126.4	0.4365	liquid	996.0159363
0.75	30	0.001004	125.7	126.4	0.4365	liquid	996.0159363
0.8	30	0.001004	125.7	126.5	0.4365	liquid	996.0159363
0.9	30	0.001004	125.6	126.6	0.4365	liquid	996.0159363
1	30	0.001004	125.6	126.6	0.4365	liquid	996.0159363
1.1	30	0.001004	125.6	126.7	0.4364	liquid	996.0159363
1.2	30	0.001004	125.6	126.8	0.4364	liquid	996.0159363
1.3	30	0.001004	125.6	126.9	0.4364	liquid	996.0159363
1.4	30	0.001004	125.6	127	0.4363	liquid	996.0159363
1.5	30	0.001004	125.6	127.1	0.4363	liquid	996.0159363
1.6	30	0.001004	125.6	127.2	0.4363	liquid	996.0159363
1.8	30	0.001004	125.6	127.4	0.4362	liquid	996.0159363
2	30	0.001004	125.5	127.6	0.4362	liquid	996.0159363
3.5	35	0.001004	146.3	149.8	0.5039	liquid	996.0159363
4	35	0.001004	146.2	150.2	0.5037	liquid	996.0159363
4.5	35	0.001004	146.2	150.7	0.5036	liquid	996.0159363
5	35	0.001004	146.1	151.1	0.5034	liquid	996.0159363
5.5	35	0.001004	146	151.6	0.5032	liquid	996.0159363
8	40	0.001004	166.6	174.6	0.5693	liquid	996.0159363
9	40	0.001004	166.4	175.5	0.5689	liquid	996.0159363
10	40	0.001004	166.3	176.4	0.5685	liquid	996.0159363
13	45	0.001004	186.7	199.8	0.6331	liquid	996.0159363
14	45	0.001004	186.6	200.6	0.6327	liquid	996.0159363
18	50	0.001004	206.7	224.8	0.6955	liquid	996.0159363
19	50	0.001004	206.6	225.7	0.6951	liquid	996.0159363
25	55	0.001004	226.3	251.4	0.7557	liquid	996.0159363
30	60	0.001004	246.1	276.3	0.8156	liquid	996.0159363
1.3	35	0.001005	146.5	147.8	0.5047	liquid	995.0248756
1.4	35	0.001005	146.5	147.9	0.5046	liquid	995.0248756
1.5	35	0.001005	146.5	148	0.5046	liquid	995.0248756
1.6	35	0.001005	146.5	148.1	0.5046	liquid	995.0248756
1.8	35	0.001005	146.4	148.3	0.5045	liquid	995.0248756
2	35	0.001005	146.4	148.4	0.5044	liquid	995.0248756
2.2	35	0.001005	146.4	148.6	0.5044	liquid	995.0248756
2.5	35	0.001005	146.4	148.9	0.5043	liquid	995.0248756
3	35	0.001005	146.3	149.3	0.5041	liquid	995.0248756
5.5	40	0.001005	166.9	172.4	0.5703	liquid	995.0248756
6	40	0.001005	166.8	172.8	0.5701	liquid	995.0248756
6.5	40	0.001005	166.7	173.3	0.5699	liquid	995.0248756
7	40	0.001005	166.7	173.7	0.5697	liquid	995.0248756
7.5	40	0.001005	166.6	174.2	0.5695	liquid	995.0248756
11	45	0.001005	187	198	0.6339	liquid	995.0248756
12	45	0.001005	186.8	198.9	0.6335	liquid	995.0248756
16	50	0.001005	207	223.1	0.6964	liquid	995.0248756
17	50	0.001005	206.9	223.9	0.696	liquid	995.0248756
22	55	0.001005	226.8	248.9	0.7572	liquid	995.0248756
0.01	35	0.001006	146.6	146.6	0.5051	liquid	994.0357853
0.02	35	0.001006	146.6	146.7	0.5051	liquid	994.0357853
0.03	35	0.001006	146.6	146.7	0.5051	liquid	994.0357853
0.04	35	0.001006	146.6	146.7	0.5051	liquid	994.0357853
0.05	35	0.001006	146.6	146.7	0.5051	liquid	994.0357853
0.06	35	0.001006	146.6	146.7	0.5051	liquid	994.0357853
0.07	35	0.001006	146.6	146.7	0.5051	liquid	994.0357853
0.08	35	0.001006	146.6	146.7	0.5051	liquid	994.0357853
0.09	35	0.001006	146.6	146.7	0.5051	liquid	994.0357853
0.1	35	0.001006	146.6	146.7	0.5051	liquid	994.0357853
0.11	35	0.001006	146.6	146.7	0.5051	liquid	994.0357853
0.12	35	0.001006	146.6	146.7	0.5051	liquid	994.0357853
0.13	35	0.001006	146.6	146.8	0.5051	liquid	994.0357853
0.14	35	0.001006	146.6	146.8	0.5051	liquid	994.0357853
0.15	35	0.001006	146.6	146.8	0.5051	liquid	994.0357853
0.16	35	0.001006	146.6	146.8	0.5051	liquid	994.0357853
0.18	35	0.001006	146.6	146.8	0.5051	liquid	994.0357853
0.2	35	0.001006	146.6	146.8	0.5051	liquid	994.0357853
0.22	35	0.001006	146.6	146.8	0.5051	liquid	994.0357853
0.24	35	0.001006	146.6	146.8	0.5051	liquid	994.0357853
0.26	35	0.001006	146.6	146.9	0.505	liquid	994.0357853
0.28	35	0.001006	146.6	146.9	0.505	liquid	994.0357853
0.3	35	0.001006	146.6	146.9	0.505	liquid	994.0357853
0.35	35	0.001006	146.6	146.9	0.505	liquid	994.0357853
0.4	35	0.001006	146.6	147	0.505	liquid	994.0357853
0.45	35	0.001006	146.6	147	0.505	liquid	994.0357853
0.5	35	0.001006	146.6	147.1	0.505	liquid	994.0357853
0.55	35	0.001006	146.6	147.1	0.5049	liquid	994.0357853
0.6	35	0.001006	146.6	147.2	0.5049	liquid	994.0357853
0.65	35	0.001006	146.6	147.2	0.5049	liquid	994.0357853
0.7	35	0.001006	146.6	147.3	0.5049	liquid	994.0357853
0.75	35	0.001006	146.5	147.3	0.5049	liquid	994.0357853
0.8	35	0.001006	146.5	147.4	0.5049	liquid	994.0357853
0.9	35	0.001006	146.5	147.4	0.5048	liquid	994.0357853
1	35	0.001006	146.5	147.5	0.5048	liquid	994.0357853
1.1	35	0.001006	146.5	147.6	0.5048	liquid	994.0357853
1.2	35	0.001006	146.5	147.7	0.5047	liquid	994.0357853
3.5	40	0.001006	167.1	170.6	0.571	liquid	994.0357853
4	40	0.001006	167	171.1	0.5709	liquid	994.0357853
4.5	40	0.001006	167	171.5	0.5707	liquid	994.0357853
5	40	0.001006	166.9	172	0.5705	liquid	994.0357853
8	45	0.001006	187.4	195.4	0.6352	liquid	994.0357853
9	45	0.001006	187.2	196.3	0.6348	liquid	994.0357853
10	45	0.001006	187.1	197.2	0.6344	liquid	994.0357853
13	50	0.001006	207.4	220.5	0.6978	liquid	994.0357853
14	50	0.001006	207.3	221.4	0.6974	liquid	994.0357853
15	50	0.001006	207.1	222.2	0.6969	liquid	994.0357853
19	55	0.001006	227.2	246.4	0.7587	liquid	994.0357853
20	55	0.001006	227.1	247.2	0.7582	liquid	994.0357853
25	60	0.001006	246.9	272.1	0.8182	liquid	994.0357853
0.9	40	0.001007	167.4	168.3	0.5721	liquid	993.0486594
1	40	0.001007	167.4	168.4	0.572	liquid	993.0486594
1.1	40	0.001007	167.4	168.5	0.572	liquid	993.0486594
1.2	40	0.001007	167.4	168.6	0.5719	liquid	993.0486594
1.3	40	0.001007	167.4	168.7	0.5719	liquid	993.0486594
1.4	40	0.001007	167.4	168.8	0.5719	liquid	993.0486594
1.5	40	0.001007	167.3	168.9	0.5718	liquid	993.0486594
1.6	40	0.001007	167.3	168.9	0.5718	liquid	993.0486594
1.8	40	0.001007	167.3	169.1	0.5717	liquid	993.0486594
2	40	0.001007	167.3	169.3	0.5716	liquid	993.0486594
2.2	40	0.001007	167.3	169.5	0.5716	liquid	993.0486594
2.5	40	0.001007	167.2	169.7	0.5714	liquid	993.0486594
3	40	0.001007	167.2	170.2	0.5712	liquid	993.0486594
6	45	0.001007	187.6	193.7	0.6361	liquid	993.0486594
6.5	45	0.001007	187.6	194.1	0.6359	liquid	993.0486594
7	45	0.001007	187.5	194.5	0.6356	liquid	993.0486594
7.5	45	0.001007	187.4	195	0.6354	liquid	993.0486594
11	50	0.001007	207.7	218.8	0.6987	liquid	993.0486594
12	50	0.001007	207.6	219.7	0.6983	liquid	993.0486594
17	55	0.001007	227.5	244.7	0.7596	liquid	993.0486594
18	55	0.001007	227.4	245.5	0.7591	liquid	993.0486594
30	65	0.001007	266.7	296.9	0.8771	liquid	993.0486594
0.01	40	0.001008	167.5	167.5	0.5724	liquid	992.0634921
0.02	40	0.001008	167.5	167.5	0.5724	liquid	992.0634921
0.03	40	0.001008	167.5	167.6	0.5724	liquid	992.0634921
0.04	40	0.001008	167.5	167.6	0.5724	liquid	992.0634921
0.05	40	0.001008	167.5	167.6	0.5724	liquid	992.0634921
0.06	40	0.001008	167.5	167.6	0.5724	liquid	992.0634921
0.07	40	0.001008	167.5	167.6	0.5724	liquid	992.0634921
0.08	40	0.001008	167.5	167.6	0.5724	liquid	992.0634921
0.09	40	0.001008	167.5	167.6	0.5724	liquid	992.0634921
0.1	40	0.001008	167.5	167.6	0.5724	liquid	992.0634921
0.11	40	0.001008	167.5	167.6	0.5724	liquid	992.0634921
0.12	40	0.001008	167.5	167.6	0.5724	liquid	992.0634921
0.13	40	0.001008	167.5	167.6	0.5724	liquid	992.0634921
0.14	40	0.001008	167.5	167.7	0.5724	liquid	992.0634921
0.15	40	0.001008	167.5	167.7	0.5724	liquid	992.0634921
0.16	40	0.001008	167.5	167.7	0.5723	liquid	992.0634921
0.18	40	0.001008	167.5	167.7	0.5723	liquid	992.0634921
0.2	40	0.001008	167.5	167.7	0.5723	liquid	992.0634921
0.22	40	0.001008	167.5	167.7	0.5723	liquid	992.0634921
0.24	40	0.001008	167.5	167.7	0.5723	liquid	992.0634921
0.26	40	0.001008	167.5	167.8	0.5723	liquid	992.0634921
0.28	40	0.001008	167.5	167.8	0.5723	liquid	992.0634921
0.3	40	0.001008	167.5	167.8	0.5723	liquid	992.0634921
0.35	40	0.001008	167.5	167.8	0.5723	liquid	992.0634921
0.4	40	0.001008	167.5	167.9	0.5723	liquid	992.0634921
0.45	40	0.001008	167.5	167.9	0.5722	liquid	992.0634921
0.5	40	0.001008	167.5	168	0.5722	liquid	992.0634921
0.55	40	0.001008	167.5	168	0.5722	liquid	992.0634921
0.6	40	0.001008	167.5	168.1	0.5722	liquid	992.0634921
0.65	40	0.001008	167.4	168.1	0.5722	liquid	992.0634921
0.7	40	0.001008	167.4	168.2	0.5721	liquid	992.0634921
0.75	40	0.001008	167.4	168.2	0.5721	liquid	992.0634921
0.8	40	0.001008	167.4	168.2	0.5721	liquid	992.0634921
3.5	45	0.001008	188	191.5	0.6371	liquid	992.0634921
4	45	0.001008	187.9	191.9	0.6369	liquid	992.0634921
4.5	45	0.001008	187.8	192.4	0.6367	liquid	992.0634921
5	45	0.001008	187.8	192.8	0.6365	liquid	992.0634921
5.5	45	0.001008	187.7	193.2	0.6363	liquid	992.0634921
9	50	0.001008	208	217.1	0.6997	liquid	992.0634921
10	50	0.001008	207.9	217.9	0.6992	liquid	992.0634921
14	55	0.001008	228	242.1	0.7611	liquid	992.0634921
15	55	0.001008	227.9	243	0.7606	liquid	992.0634921
16	55	0.001008	227.7	243.8	0.7601	liquid	992.0634921
20	60	0.001008	247.8	267.9	0.8208	liquid	992.0634921
22	60	0.001008	247.4	269.6	0.8198	liquid	992.0634921
1	45	0.001009	188.3	189.3	0.6382	liquid	991.0802775
1.1	45	0.001009	188.3	189.4	0.6382	liquid	991.0802775
1.2	45	0.001009	188.3	189.5	0.6381	liquid	991.0802775
1.3	45	0.001009	188.2	189.6	0.6381	liquid	991.0802775
1.4	45	0.001009	188.2	189.7	0.638	liquid	991.0802775
1.5	45	0.001009	188.2	189.7	0.638	liquid	991.0802775
1.6	45	0.001009	188.2	189.8	0.6379	liquid	991.0802775
1.8	45	0.001009	188.2	190	0.6379	liquid	991.0802775
2	45	0.001009	188.2	190.2	0.6378	liquid	991.0802775
2.2	45	0.001009	188.1	190.4	0.6377	liquid	991.0802775
2.5	45	0.001009	188.1	190.6	0.6376	liquid	991.0802775
3	45	0.001009	188	191.1	0.6373	liquid	991.0802775
6.5	50	0.001009	208.4	214.9	0.7008	liquid	991.0802775
7	50	0.001009	208.3	215.4	0.7006	liquid	991.0802775
7.5	50	0.001009	208.2	215.8	0.7004	liquid	991.0802775
8	50	0.001009	208.2	216.2	0.7001	liquid	991.0802775
12	55	0.001009	228.3	240.4	0.7621	liquid	991.0802775
13	55	0.001009	228.2	241.3	0.7616	liquid	991.0802775
18	60	0.001009	248.1	266.3	0.8218	liquid	991.0802775
19	60	0.001009	247.9	267.1	0.8213	liquid	991.0802775
25	65	0.001009	267.5	292.8	0.8798	liquid	991.0802775
0.01	45	0.00101	188.4	188.4	0.6386	liquid	990.0990099
0.01	45.81	0.00101	191.8	191.8	0.6492	saturated liquid	990.0990099
0.02	45	0.00101	188.4	188.4	0.6386	liquid	990.0990099
0.03	45	0.00101	188.4	188.5	0.6386	liquid	990.0990099
0.04	45	0.00101	188.4	188.5	0.6386	liquid	990.0990099
0.05	45	0.00101	188.4	188.5	0.6386	liquid	990.0990099
0.06	45	0.00101	188.4	188.5	0.6386	liquid	990.0990099
0.07	45	0.00101	188.4	188.5	0.6386	liquid	990.0990099
0.08	45	0.00101	188.4	188.5	0.6386	liquid	990.0990099
0.09	45	0.00101	188.4	188.5	0.6386	liquid	990.0990099
0.1	45	0.00101	188.4	188.5	0.6386	liquid	990.0990099
0.11	45	0.00101	188.4	188.5	0.6386	liquid	990.0990099
0.12	45	0.00101	188.4	188.5	0.6386	liquid	990.0990099
0.13	45	0.00101	188.4	188.5	0.6386	liquid	990.0990099
0.14	45	0.00101	188.4	188.6	0.6386	liquid	990.0990099
0.15	45	0.00101	188.4	188.6	0.6386	liquid	990.0990099
0.16	45	0.00101	188.4	188.6	0.6386	liquid	990.0990099
0.18	45	0.00101	188.4	188.6	0.6385	liquid	990.0990099
0.2	45	0.00101	188.4	188.6	0.6385	liquid	990.0990099
0.22	45	0.00101	188.4	188.6	0.6385	liquid	990.0990099
0.24	45	0.00101	188.4	188.6	0.6385	liquid	990.0990099
0.26	45	0.00101	188.4	188.7	0.6385	liquid	990.0990099
0.28	45	0.00101	188.4	188.7	0.6385	liquid	990.0990099
0.3	45	0.00101	188.4	188.7	0.6385	liquid	990.0990099
0.35	45	0.00101	188.4	188.7	0.6385	liquid	990.0990099
0.4	45	0.00101	188.4	188.8	0.6385	liquid	990.0990099
0.45	45	0.00101	188.4	188.8	0.6384	liquid	990.0990099
0.5	45	0.00101	188.4	188.9	0.6384	liquid	990.0990099
0.55	45	0.00101	188.4	188.9	0.6384	liquid	990.0990099
0.6	45	0.00101	188.3	189	0.6384	liquid	990.0990099
0.65	45	0.00101	188.3	189	0.6383	liquid	990.0990099
0.7	45	0.00101	188.3	189	0.6383	liquid	990.0990099
0.75	45	0.00101	188.3	189.1	0.6383	liquid	990.0990099
0.8	45	0.00101	188.3	189.1	0.6383	liquid	990.0990099
0.9	45	0.00101	188.3	189.2	0.6382	liquid	990.0990099
4	50	0.00101	208.7	212.8	0.702	liquid	990.0990099
4.5	50	0.00101	208.7	213.2	0.7017	liquid	990.0990099
5	50	0.00101	208.6	213.6	0.7015	liquid	990.0990099
5.5	50	0.00101	208.5	214.1	0.7013	liquid	990.0990099
6	50	0.00101	208.4	214.5	0.701	liquid	990.0990099
10	55	0.00101	228.6	238.7	0.7631	liquid	990.0990099
11	55	0.00101	228.5	239.6	0.7626	liquid	990.0990099
16	60	0.00101	248.4	264.6	0.8229	liquid	990.0990099
17	60	0.00101	248.2	265.4	0.8224	liquid	990.0990099
22	65	0.00101	268.1	290.3	0.8814	liquid	990.0990099
30	70	0.00101	287.2	317.5	0.9377	liquid	990.0990099
1.5	50	0.001011	209.1	210.6	0.7031	liquid	989.1196835
1.6	50	0.001011	209.1	210.7	0.7031	liquid	989.1196835
1.8	50	0.001011	209.1	210.9	0.703	liquid	989.1196835
2	50	0.001011	209	211.1	0.7029	liquid	989.1196835
2.2	50	0.001011	209	211.2	0.7028	liquid	989.1196835
2.5	50	0.001011	209	211.5	0.7027	liquid	989.1196835
3	50	0.001011	208.9	211.9	0.7024	liquid	989.1196835
3.5	50	0.001011	208.8	212.4	0.7022	liquid	989.1196835
7	55	0.001011	229.1	236.2	0.7646	liquid	989.1196835
7.5	55	0.001011	229	236.6	0.7643	liquid	989.1196835
8	55	0.001011	229	237	0.7641	liquid	989.1196835
9	55	0.001011	228.8	237.9	0.7636	liquid	989.1196835
13	60	0.001011	248.9	262.1	0.8244	liquid	989.1196835
14	60	0.001011	248.7	262.9	0.8239	liquid	989.1196835
15	60	0.001011	248.6	263.7	0.8234	liquid	989.1196835
19	65	0.001011	268.6	287.8	0.8831	liquid	989.1196835
20	65	0.001011	268.4	288.6	0.8825	liquid	989.1196835
0.02	50	0.001012	209.3	209.4	0.7038	liquid	988.1422925
0.03	50	0.001012	209.3	209.4	0.7038	liquid	988.1422925
0.04	50	0.001012	209.3	209.4	0.7038	liquid	988.1422925
0.05	50	0.001012	209.3	209.4	0.7038	liquid	988.1422925
0.06	50	0.001012	209.3	209.4	0.7038	liquid	988.1422925
0.07	50	0.001012	209.3	209.4	0.7038	liquid	988.1422925
0.08	50	0.001012	209.3	209.4	0.7038	liquid	988.1422925
0.09	50	0.001012	209.3	209.4	0.7038	liquid	988.1422925
0.1	50	0.001012	209.3	209.4	0.7038	liquid	988.1422925
0.11	50	0.001012	209.3	209.4	0.7038	liquid	988.1422925
0.12	50	0.001012	209.3	209.4	0.7038	liquid	988.1422925
0.13	50	0.001012	209.3	209.4	0.7038	liquid	988.1422925
0.14	50	0.001012	209.3	209.5	0.7038	liquid	988.1422925
0.15	50	0.001012	209.3	209.5	0.7037	liquid	988.1422925
0.16	50	0.001012	209.3	209.5	0.7037	liquid	988.1422925
0.18	50	0.001012	209.3	209.5	0.7037	liquid	988.1422925
0.2	50	0.001012	209.3	209.5	0.7037	liquid	988.1422925
0.22	50	0.001012	209.3	209.5	0.7037	liquid	988.1422925
0.24	50	0.001012	209.3	209.5	0.7037	liquid	988.1422925
0.26	50	0.001012	209.3	209.6	0.7037	liquid	988.1422925
0.28	50	0.001012	209.3	209.6	0.7037	liquid	988.1422925
0.3	50	0.001012	209.3	209.6	0.7037	liquid	988.1422925
0.35	50	0.001012	209.3	209.6	0.7037	liquid	988.1422925
0.4	50	0.001012	209.3	209.7	0.7036	liquid	988.1422925
0.45	50	0.001012	209.3	209.7	0.7036	liquid	988.1422925
0.5	50	0.001012	209.3	209.8	0.7036	liquid	988.1422925
0.55	50	0.001012	209.3	209.8	0.7036	liquid	988.1422925
0.6	50	0.001012	209.2	209.9	0.7035	liquid	988.1422925
0.65	50	0.001012	209.2	209.9	0.7035	liquid	988.1422925
0.7	50	0.001012	209.2	209.9	0.7035	liquid	988.1422925
0.75	50	0.001012	209.2	210	0.7035	liquid	988.1422925
0.8	50	0.001012	209.2	210	0.7034	liquid	988.1422925
0.9	50	0.001012	209.2	210.1	0.7034	liquid	988.1422925
1	50	0.001012	209.2	210.2	0.7034	liquid	988.1422925
1.1	50	0.001012	209.2	210.3	0.7033	liquid	988.1422925
1.2	50	0.001012	209.2	210.4	0.7033	liquid	988.1422925
1.3	50	0.001012	209.1	210.5	0.7032	liquid	988.1422925
1.4	50	0.001012	209.1	210.5	0.7032	liquid	988.1422925
5	55	0.001012	229.4	234.5	0.7656	liquid	988.1422925
5.5	55	0.001012	229.4	234.9	0.7653	liquid	988.1422925
6	55	0.001012	229.3	235.3	0.7651	liquid	988.1422925
6.5	55	0.001012	229.2	235.8	0.7648	liquid	988.1422925
11	60	0.001012	249.3	260.4	0.8255	liquid	988.1422925
12	60	0.001012	249.1	261.2	0.825	liquid	988.1422925
17	65	0.001012	269	286.2	0.8842	liquid	988.1422925
18	65	0.001012	268.8	287	0.8836	liquid	988.1422925
25	70	0.001012	288.2	313.5	0.9405	liquid	988.1422925
30	75	0.001012	307.8	338.2	0.9975	liquid	988.1422925
2.5	55	0.001013	229.8	232.4	0.7668	liquid	987.1668312
3	55	0.001013	229.8	232.8	0.7665	liquid	987.1668312
3.5	55	0.001013	229.7	233.2	0.7663	liquid	987.1668312
4	55	0.001013	229.6	233.6	0.766	liquid	987.1668312
4.5	55	0.001013	229.5	234.1	0.7658	liquid	987.1668312
9	60	0.001013	249.6	258.7	0.8265	liquid	987.1668312
10	60	0.001013	249.4	259.6	0.826	liquid	987.1668312
15	65	0.001013	269.3	284.5	0.8853	liquid	987.1668312
16	65	0.001013	269.1	285.3	0.8847	liquid	987.1668312
22	70	0.001013	288.7	311	0.9423	liquid	987.1668312
0.15	55	0.001014	230.2	230.4	0.768	liquid	986.1932939
0.16	55	0.001014	230.2	230.4	0.768	liquid	986.1932939
